	pubchem_id	SuperSweetDB_ID	BitterDB_ID	FoodDB_ID	FlavorNet_ID	FlavorDB_ID	Natural	Unknown_Natural	Synthetic
3887	68018077	24985				0	0	0	1
3888	44258604	28912				0	0	0	1
3889	101014891	29976				0	0	0	1
3890	6325526	25924				0	0	0	1
3891	89242106	29492				0	0	0	1
3892	98158548	21786				0	0	0	1
3893	22878208	8039				0	0	0	0
3894	13845846	4037				0	0	0	0
3895	338			FDB000882		1	1	0	0
3896	11972472	28177				0	0	0	1
3897	418610	9298				0	0	0	0
3898	100927001	29947				0	0	0	1
3899	6540298	10304				0	0	0	0
3900	125409	3883				0	0	0	0
3901	69911116	21062				0	0	0	1
3902	20005537	6337				0	0	0	0
3903	18533869	5629				0	0	0	0
3904	22887159	8062				0	0	0	0
3905	69028286	21021				0	0	0	1
3906	18221208	4760				0	0	0	0
3907	11425306	3536				0	0	0	0
3908	18249331	5021				0	0	0	0
3909	18598341	5674				0	0	0	0
3910	97054540	21762				0	0	0	1
3911	18340876	5402				0	0	0	0
3912	102254408	30359				0	0	0	1
3913	22703796	7813				0	0	0	0
3914	448115	31050				0	0	0	1
3915	18534336	5650				0	0	0	0
3916	3754658	27858				0	0	0	1
3917	18759588	5845				0	0	0	0
3918	16401533	4493				0	0	0	0
3919	62375			FDB021246		1	1	0	0
3920	22802071	32052				0	0	0	1
3921	68116304	20095				0	0	0	1
3922	58283927	23589				0	0	0	1
3923	42598619	26546				0	0	0	1
3924	44259357	28959				0	0	0	1
3925	9962426	25958				0	0	0	1
3926	71026767	21144				0	0	0	1
3927	44400560	31178				0	0	0	1
3928	8158			FDB003306	1	1	1	0	0
3929	91860473	21522				0	0	0	1
3930	10348182	31674				0	0	0	1
3931	11079		335			0	0	0	0
3932	71264312	26716				0	0	0	1
3933	44420352	9703				0	0	0	0
3934	68722133	27775				0	0	0	1
3935	101527246	21910				0	0	0	1
3936	22826239	7923				0	0	0	0
3937	21671863	7256				0	0	0	0
3938	31353			FDB002295		1	1	0	0
3939	18307501	5369				0	0	0	0
3940	11865435	77				0	1	1	0
3941	92043994	33375				0	0	0	1
3942	5320852	27642				0	0	0	1
3943	59360925	23607				0	0	0	1
3944	18484427	5484				0	0	0	0
3945	5282110					1	1	0	0
3946	57503973	23770				0	0	0	1
3947	22034852			FDB020381		1	0	0	0
3948	71677349	26748				0	0	0	1
3949	6543736	10306				0	0	0	0
3950	20005167	6326				0	0	0	0
3951	91364718	25208				0	0	0	1
3952	91861291	21530				0	0	0	1
3953	18501595	5593				0	0	0	0
3954	31249			FDB012012	1	1	1	0	0
3955	92276337	23356				0	0	0	1
3956	7997		762	FDB012549		1	1	0	0
3957	14542060	4177				0	0	0	0
3958	45359694	29089				0	0	0	1
3959	5481024	27926				0	0	0	1
3960	444212			FDB008305		0	1	0	0
3961	53868639	20254				0	0	0	1
3962	101111195	33638				0	0	0	1
3963	385532	25699				0	0	0	1
3964	14504742	4171				0	0	0	0
3965	637542			FDB002594	1	0	1	0	0
3966	13845847	4038				0	0	0	0
3967	11231136	3449				0	0	0	0
3968	21629929	26417				0	0	0	1
3969	99118573	33605				0	0	0	1
3970	12285861	3831				0	0	0	0
3971	5353915	27332				0	0	0	1
3972	25202954	8678				0	0	0	0
3973	19611977	6017				0	0	0	0
3974	67350			FDB029788		0	0	0	0
3975	89822685	21307				0	0	0	1
3976	21871772	7345				0	0	0	0
3977	87577602	21249				0	0	0	1
3978	73940646	22722				0	0	0	1
3979	21422890	7004				0	0	0	0
3980	5050297	10006				0	0	0	0
3981	20004369	6303				0	0	0	0
3982	67412170	20879				0	0	0	1
3983	637517					1	1	0	0
3984	71656071	32848				0	0	0	1
3985	18380433	5420				0	0	0	0
3986	70394651	22695				0	0	0	1
3987	448324	9862				0	0	0	0
3988	44259611	29028				0	0	0	1
3989	27458			FDB021161		1	1	0	0
3990	23702525	8388				0	0	0	0
3991	14587816	4186				0	0	0	0
3992	6434541			FDB002936		0	1	0	0
3993	20379194	6620				0	0	0	0
3994	11464650	31775				0	0	0	1
3995	53393646	20757				0	0	0	1
3996	5464499	27921				0	0	0	1
3997	194237	5992				0	0	0	0
3998	98148765	21781				0	0	0	1
3999	22251515			FDB010143		1	1	1	0
4000	53871972	20771				0	0	0	1
4001	25049836	26525				0	0	0	1
4002	101665119	27045				0	0	0	1
4003	10581326	26138				0	0	0	1
4004	22860493	8009				0	0	0	0
4005	4134252	9291				0	0	0	0
4006	91853022	21464				0	0	0	1
4007	10040569	30538				0	0	0	1
4008	6428936					1	1	0	0
4009	11340					1	1	1	0
4010	4564493			FDB008543	1	1	1	0	0
4011	67687200	20906				0	0	0	1
4012	69945324	25309				0	0	0	1
4013	14429924	22974				0	0	0	1
4014	7204907	31618				0	0	0	1
4015	91846921	21393				0	0	0	1
4016	12285871	3833				0	0	0	0
4017	22247539	7522				0	0	0	0
4018	111037			FDB003994	1	1	1	0	0
4019	57973135	22809				0	0	0	1
4020	92132337	33392				0	0	0	1
4021	69206104	21033				0	0	0	1
4022	23274369	8218				0	0	0	0
4023	25185729	8660				0	0	0	0
4024	14037246	4068				0	0	0	0
4025	22044538	32044				0	0	0	1
4026	92021997	33287				0	0	0	1
4027	53298490	29223				0	0	0	1
4028	10065723	2737				0	0	0	0
4029	25244055	26537				0	0	0	1
4030	101483152	30078				0	0	0	1
4031	11278765	3471				0	0	0	0
4032	118362244	22119				0	0	0	1
4033	101451272	25670				0	0	0	1
4034	26332			FDB021559		1	1	0	0
4035	14393409	22973				0	0	0	1
4036	87513716	33000				0	0	0	1
4037	88428376	24891				0	0	0	1
4038	92021213	33255				0	0	0	1
4039	53923410	22775				0	0	0	1
4040	169818			FDB016323		1	0	0	0
4041	70213063	23894				0	0	0	1
4042	9824100	27646				0	0	0	1
4043	57122031	20319				0	0	0	1
4044	44257592	27414				0	0	0	1
4045	44119897	28583				0	0	0	1
4046	20002716	6201				0	0	0	0
4047	92471071	33524				0	0	0	1
4048	44216961	26564				0	0	0	1
4049	51402802	29164				0	0	0	1
4050	49873685	20710				0	0	0	1
4051	102009453	30196				0	0	0	1
4052	10986561	3291				0	0	0	0
4053	101682797	25327				0	0	0	1
4054	44258080	28700				0	0	0	1
4055	21059387	31981				0	0	0	1
4056	53627925	26675				0	0	0	1
4057	176079	25605				0	0	0	1
4058	3832553	9171				0	0	0	0
4059	95048715	21666				0	0	0	1
4060	23371421	8266				0	0	0	0
4061	54605044	22726				0	0	0	1
4062	14875887	4215				0	0	0	0
4063	18489328	5554				0	0	0	0
4064	25798099	8782				0	0	0	0
4065	179680	27842				0	0	0	1
4066	8988	20027				0	1	1	0
4067	40459110	32227				0	0	0	1
4068	7191875	10505				0	0	0	0
4069	101713932	21950				0	0	0	1
4070	70019871	29346				0	0	0	1
4071	92209690	33428				0	0	0	1
4072	6992309	10374				0	0	0	0
4073	91852874	24167				0	0	0	1
4074	19700308	6030				0	0	0	0
4075	18175843	4692				0	0	0	0
4076	5362696			FDB015051		1	1	0	0
4077	89213822	33095				0	0	0	1
4078	117710153	24601				0	0	0	1
4079	13932292	4053				0	0	0	0
4080	78126			FDB010585	1	1	0	0	0
4081	101088406	33633				0	0	0	1
4082	51506935	29182				0	0	0	1
4083	56973689	23021				0	0	0	1
4084	24212124	8421				0	0	0	0
4085	20002834	6230				0	0	0	0
4086	6028462			FDB008105		0	1	0	0
4087	95224259	29672				0	0	0	1
4088	91854605	24198				0	0	0	1
4089	101707929	21948				0	0	0	1
4090	442437	27314				0	0	0	1
4091	102148723	30274				0	0	0	1
4092	91392773	22924				0	0	0	1
4093	91061602	23660				0	0	0	1
4094	18781703	5851				0	0	0	0
4095	70005453	20544				0	0	0	1
4096	77933344	20577				0	0	0	1
4097	44258186	28745				0	0	0	1
4098	70437859	32766				0	0	0	1
4099	18251833	5142				0	0	0	0
4100	59105062	20419				0	0	0	1
4101	22656083	7712				0	0	0	0
4102	56846563	32546				0	0	0	1
4103	71751872	23201				0	0	0	1
4104	44258179	28739				0	0	0	1
4105	9840291	10727				0	0	0	0
4106	44408385	9689				0	0	0	0
4107	5278772	10047				0	0	0	0
4108	58152948	31305				0	0	0	1
4109	73506008	29444				0	0	0	1
4110	117827648	22086				0	0	0	1
4111	21676638	32016				0	0	0	1
4112	87176863	32940				0	0	0	1
4113	778574					1	1	0	0
4114	9025			FDB000856		1	1	0	0
4115	45269445	30940				0	0	0	1
4116	91846826	24054				0	0	0	1
4117	20323512	6615				0	0	0	0
4118	57806008	20351				0	0	0	1
4119	9815668	10700				0	0	0	0
4120	146374	4194				0	0	0	0
4121	92436726	33508				0	0	0	1
4122	102272961	30361				0	0	0	1
4123	11807209	3728				0	0	0	0
4124	89411399	26806				0	0	0	1
4125	92023644	29554				0	0	0	1
4126	88423175	20139				0	0	0	1
4127	22797713	7875				0	0	0	0
4128	91849413	24110				0	0	0	1
4129	26447		299	FDB013800		0	1	0	0
4130	17121			FDB009962		1	1	0	0
4131	45783113	26606				0	0	0	1
4132	101171802	21858				0	0	0	1
4133	71268060	21191				0	0	0	1
4134	5355855					1	0	0	0
4135	101428245	30060				0	0	0	1
4136	18240177	4918				0	0	0	0
4137	68725381	29319				0	0	0	1
4138	316167	25338				0	0	0	1
4139	101973271	25596				0	0	0	1
4140	6325061	27966				0	0	0	1
4141	25027315	8585				0	0	0	0
4142	98362691	29799				0	0	0	1
4143	101856243	24535				0	0	0	1
4144	101691133	27073				0	0	0	1
4145	23634491	27476				0	0	0	1
4146	53799656	23743				0	0	0	1
4147	18296741	5282				0	0	0	0
4148	87086528	32926				0	0	0	1
4149	16219991	4484				0	0	0	0
4150	22999723	8145				0	0	0	0
4151	44258488	28869				0	0	0	1
4152	519323					1	1	0	0
4153	45109765	9943				0	0	0	0
4154	89965267	23994				0	0	0	1
4155	196694	6025				0	0	0	0
4156	86575080	21243				0	0	0	1
4157	10242501	2847				0	0	0	0
4158	101537283	30090				0	0	0	1
4159	71217107	21179				0	0	0	1
4160	56994182	20051				0	0	0	1
4161	11282103	31758				0	0	0	1
4162	58100701	31300				0	0	0	1
4163	68650088	32722				0	0	0	1
4164	67128924	27768				0	0	0	1
4165	21967			FDB001225		0	0	0	0
4166	22809662	7896				0	0	0	0
4167	22217269	7517				0	0	0	0
4168	101387093	30023				0	0	0	1
4169	3025939			FDB014983		1	1	1	0
4170	6437648			FDB009482		1	0	0	0
4171	18221849	4765				0	0	0	0
4172	18247572	4966				0	0	0	0
4173	87299839	32957				0	0	0	1
4174	450201	9886				0	0	0	0
4175	20200167	6578				0	0	0	0
4176	101601845	22383				0	0	0	1
4177	23615193	32102				0	0	0	1
4178	51402792	29159				0	0	0	1
4179	44611619	9791				0	0	0	0
4180	102352203	30389				0	0	0	1
4181	18251162	5097				0	0	0	0
4182	53782706	25126				0	0	0	1
4183	62566				1	0	0	0	0
4184	44559837	27581				0	0	0	1
4185	57828601	20358				0	0	0	1
4186	44237281	32285				0	0	0	1
4187	10585873	3009				0	0	0	0
4188	88731560	22323				0	0	0	1
4189	9894835	10783				0	0	0	0
4190	275049	8899				0	0	0	0
4191	58595959	22823				0	0	0	1
4192	24822257	32168				0	0	0	1
4193	20706009	6743				0	0	0	0
4194	101665156	27046				0	0	0	1
4195	16667665	28286				0	0	0	1
4196	42608082	28574				0	0	0	1
4197	20094688	6547				0	0	0	0
4198	99733686	26860				0	0	0	1
4199	44130951	9519				0	0	0	0
4200	521246			FDB011808		1	1	0	0
4201	68979673	20532				0	0	0	1
4202	18533955	5633				0	0	0	0
4203	101614348	22399				0	0	0	1
4204	24802505	8518				0	0	0	0
4205	18232283	4810				0	0	0	0
4206	44566500	25780				0	0	0	1
4207	23615342	32110				0	0	0	1
4208	92223673	24337				0	0	0	1
4209	14344497			FDB009289		1	0	0	0
4210	68375596	20983				0	0	0	1
4211	44629937	32351				0	0	0	1
4212	61010			FDB012881		1	0	0	0
4213	348011	9121				0	0	0	0
4214	18234247	4862				0	0	0	0
4215	51536927	32456				0	0	0	1
4216	164653	27841				0	0	0	1
4217	6918756	27390				0	0	0	1
4218	91861917	24306				0	0	0	1
4219	54087631	20270				0	0	0	1
4220	68217591	22272				0	0	0	1
4221	90918543	31435				0	0	0	1
4222	21253900	6934				0	0	0	0
4223	11995713	26292				0	0	0	1
4224	24197				1	1	1	0	0
4225	20138872	6563				0	0	0	0
4226	90338104	24007				0	0	0	1
4227	16683610	4528				0	0	0	0
4228	5282726					1	1	0	0
4229	872363	25490				0	0	0	1
4230	97987			FDB029691	1	0	0	0	0
4231	19695			FDB009657		0	1	0	0
4232	23443702	30921				0	0	0	1
4233	51521842	29195				0	0	0	1
4234	88600309	33072				0	0	0	1
4235	10175315	28026				0	0	0	1
4236	54173895	20078				0	0	0	1
4237	15139364	20673				0	0	0	1
4238	86675074	22252				0	0	0	1
4239	274	30816				0	0	0	1
4240	9973509	10830				0	0	0	0
4241	521869			FDB003212		1	1	0	0
4242	51694627	29211				0	0	0	1
4243	10353980	2904				0	0	0	0
4244	70904694	21113				0	0	0	1
4245	444200	9696				0	0	0	0
4246	20002325	6175				0	0	0	0
4247	57195345	23022				0	0	0	1
4248	5282160	27342				0	0	0	1
4249	53782703	25124				0	0	0	1
4250	22872789	8030				0	0	0	0
4251	18639745	31959				0	0	0	1
4252	116625					1	1	1	0
4253	5287674	31576				0	0	0	1
4254	42011					1	1	0	0
4255	89583266	23977				0	0	0	1
4256	10425762	2935				0	0	0	0
4257	62507315	25387				0	0	0	1
4258	118704897	23671				0	0	0	1
4259	13871670	22969				0	0	0	1
4260	125691	30661				0	0	0	1
4261	59083882	22838				0	0	0	1
4262	19422866	5991				0	0	0	0
4263	29987262	9006				0	0	0	0
4264	5284627		534	FDB023601		0	0	0	0
4265	22639564	25567				0	0	0	1
4266	5281607		860	FDB015535		0	1	0	0
4267	71010344	21132				0	0	0	1
4268	59897258	25833				0	0	0	1
4269	23815429	25750				0	0	0	1
4270	42607524	28525				0	0	0	1
4271	11807136	3727				0	0	0	0
4272	22657325	7738				0	0	0	0
4273	21145315	6887				0	0	0	0
4274	101220678	25069				0	0	0	1
4275	20048251	6469				0	0	0	0
4276	12711594					1	0	0	0
4277	91820211	25422				0	0	0	1
4278	70974146	20562				0	0	0	1
4279	27876080	8921				0	0	0	0
4280	89097803	24904				0	0	0	1
4281	22859275	8002				0	0	0	0
4282	101088407	33634				0	0	0	1
4283	21721800	32020				0	0	0	1
4284	10258206	28035				0	0	0	1
4285	4913		675			0	0	0	0
4286	92961760	21626				0	0	0	1
4287	2180		102			0	1	0	0
4288	5479784	27925				0	0	0	1
4289	97297352	29716				0	0	0	1
4290	25028803	8587				0	0	0	0
4291	13932302	22970				0	0	0	1
4292	31246			FDB008059		1	1	0	0
4293	11105941	3377				0	0	0	0
4294	101106575	26902				0	0	0	1
4295	44257956	28645				0	0	0	1
4296	88061789	33040				0	0	0	1
4297	102017423	30199				0	0	0	1
4298	44283803	9607				0	0	0	0
4299	58846969	23600				0	0	0	1
4300	89667967	33140				0	0	0	1
4301	3000450	9012				0	0	0	0
4302	67673679	23065				0	0	0	1
4303	44258590	28906				0	0	0	1
4304	101719625	23434				0	0	0	1
4305	78199			FDB019980		1	1	0	0
4306	20682092	6736				0	0	0	0
4307	96365683	24381				0	0	0	1
4308	73346478	27618				0	0	0	1
4309	20706023	6744				0	0	0	0
4310	101490302	24507				0	0	0	1
4311	10344991	28046				0	0	0	1
4312	23238443	8195				0	0	0	0
4313	1895425	5875				0	0	0	0
4314	54604234	22673				0	0	0	1
4315	205986			FDB029652		0	0	0	0
4316	69649038	21052				0	0	0	1
4317	10418062	26069				0	0	0	1
4318	68152165	20514				0	0	0	1
4319	16066486	4371				0	0	0	0
4320	54424873	32522				0	0	0	1
4321	92144436	33399				0	0	0	1
4322	11788789	3710				0	0	0	0
4323	66622691	20827				0	0	0	1
4324	70363151	23900				0	0	0	1
4325	89958153	24911				0	0	0	1
4326	90146798	21325				0	0	0	1
4327	2294		602			0	0	0	0
4328	15949153	4306				0	0	0	0
4329	4469125	31550				0	0	0	1
4330	18251693	5107				0	0	0	0
4331	18755975	5842				0	0	0	0
4332	92215972	29569				0	0	0	1
4333	21155426	6899				0	0	0	0
4334	57203161	22800				0	0	0	1
4335	73354942	31004				0	0	0	1
4336	5140436					1	0	0	0
4337	100916139	29943				0	0	0	1
4338	18546655	5662				0	0	0	0
4339	7311					1	1	0	0
4340	3077574	25868				0	0	0	1
4341	16066555	4378				0	0	0	0
4342	87840255	33025				0	0	0	1
4343	56634747	23564				0	0	0	1
4344	99713500	29873				0	0	0	1
4345	118362256	22123				0	0	0	1
4346	101601843	22381				0	0	0	1
4347	86670883	31405				0	0	0	1
4348	44258495	27416				0	0	0	1
4349	70905940	23924				0	0	0	1
4350	5282109		742	FDB013793		1	1	0	0
4351	102004832	30191				0	0	0	1
4352	89805324	33153				0	0	0	1
4353	7015112	10420				0	0	0	0
4354	70104270	23887				0	0	0	1
4355	36225			FDB014981		1	1	0	0
4356	100974139	21825				0	0	0	1
4357	44258549	28894				0	0	0	1
4358	14377466	31857				0	0	0	1
4359	20005574	6347				0	0	0	0
4360	23558676	31149				0	0	0	1
4361	20838599					1	0	0	0
4362	14529			FDB000826	1	1	1	0	0
4363	14534659	24836				0	0	0	1
4364	21120257	31985				0	0	0	1
4365	18780454	5849				0	0	0	0
4366	22214415	7504				0	0	0	0
4367	6420052	30898				0	0	0	1
4368	44134660	32276				0	0	0	1
4369	560145	10201				0	0	0	0
4370	18489919	5561				0	0	0	0
4371	18299759	5310				0	0	0	0
4372	643312			FDB029731	1	0	0	0	0
4373	102153834	30321				0	0	0	1
4374	5289603	10111				0	0	0	0
4375	10744618	3103				0	0	0	0
4376	21119049	6813				0	0	0	0
4377	4309804	25892				0	0	0	1
4378	77620748	32905				0	0	0	1
4379	99649226	29846				0	0	0	1
4380	11422192	31772				0	0	0	1
4381	95369536	29679				0	0	0	1
4382	24204442	26503				0	0	0	1
4383	67327847	23796				0	0	0	1
4384	69715361	21055				0	0	0	1
4385	98175190	22646				0	0	0	1
4386	40488865	9217				0	0	0	0
4387	99459	10820				0	0	0	0
4388	67909796	32702				0	0	0	1
4389	118892456	22151				0	0	0	1
4390	18666496	31964				0	0	0	1
4391	247323	8434				0	0	0	0
4392	91859052	24260				0	0	0	1
4393	91846422	24047				0	0	0	1
4394	13255084	20033				0	0	0	1
4395	89659028	33135				0	0	0	1
4396	16212774	4447				0	0	0	0
4397	54567100	23549				0	0	0	1
4398	636822					1	1	0	0
4399	196914	25640				0	0	0	1
4400	71586903			FDB009649		1	0	0	0
4401	16682921	4523				0	0	0	0
4402	45357252	31182				0	0	0	1
4403	18250727	5071				0	0	0	0
4404	22879	6				0	0	0	1
4405	6421197	10276				0	0	0	0
4406	16105405	26343				0	0	0	1
4407	10284528	26027				0	0	0	1
4408	20003113	6287				0	0	0	0
4409	86269902	22302				0	0	0	1
4410	26470608	8829				0	0	0	0
4411	11390118	3519				0	0	0	0
4412	22104958	7458				0	0	0	0
4413	61434			FDB016839		1	0	0	0
4414	93482989	21639				0	0	0	1
4415	97960694	21773				0	0	0	1
4416	72196693	21228				0	0	0	1
4417	89641306	21287				0	0	0	1
4418	20011918	6412				0	0	0	0
4419	574068			FDB017033		1	1	0	0
4420	9997457	10845				0	0	0	0
4421	101415131	21897				0	0	0	1
4422	66779687	32640				0	0	0	1
4423	21583979	7060				0	0	0	0
4424	624708			FDB002084		0	0	0	0
4425	101496819	25079				0	0	0	1
4426	18185507			FDB019950		1	1	1	0
4427	89086647	23244				0	0	0	1
4428	27290	8881				0	0	0	0
4429	12025					1	1	0	0
4430	22840268	7953				0	0	0	0
4431	53384378	29225				0	0	0	1
4432	57792640	24826				0	0	0	1
4433	17967519	4659				0	0	0	0
4434	5316768	27870				0	0	0	1
4435	3355893	9098				0	0	0	0
4436	10762834	31710				0	0	0	1
4437	93493140	21642				0	0	0	1
4438	18222743	4775				0	0	0	0
4439	162293			FDB019757	1	0	1	0	0
4440	102344175	22039				0	0	0	1
4441	95224181	29666				0	0	0	1
4442	67699046	20907				0	0	0	1
4443	44258466	28854				0	0	0	1
4444	6913230	30629				0	0	0	1
4445	62117					1	1	0	0
4446	10792680	3127				0	0	0	0
4447	62385			FDB000812	1	1	1	0	0
4448	10373210	26055				0	0	0	1
4449	67531066	23800				0	0	0	1
4450	18252082	5191				0	0	0	0
4451	6986			FDB014627	1	1	1	0	0
4452	21225463	6928				0	0	0	0
4453	73212816	29442				0	0	0	1
4454	3084039			FDB001183		0	0	0	0
4455	67817666	20920				0	0	0	1
4456	18637778	5734				0	0	0	0
4457	42607571	28535				0	0	0	1
4458	871	10605				0	0	0	0
4459	528763					1	1	0	0
4460	13985537	4064				0	0	0	0
4461	3018539			FDB017628		1	0	0	0
4462	68216944	29314				0	0	0	1
4463	102145642	30246				0	0	0	1
4464	44259593	29021				0	0	0	1
4465	439509	9454				0	0	0	0
4466	22286962	7539				0	0	0	0
4467	25202590	8677				0	0	0	0
4468	22840260	7950				0	0	0	0
4469	102158614	30329				0	0	0	1
4470	56846220	32541				0	0	0	1
4471	42597285	9357				0	0	0	0
4472	102100295	30215				0	0	0	1
4473	91435153	27827				0	0	0	1
4474	60204187	22676				0	0	0	1
4475	85519			FDB008380		1	1	0	0
4476	10403		687			0	0	0	0
4477	56972213	32549				0	0	0	1
4478	10408			FDB007640	1	1	1	0	0
4479	71310259	25150				0	0	0	1
4480	91383278	33214				0	0	0	1
4481	7059487	31075				0	0	0	1
4482	10616841	3027				0	0	0	0
4483	67683356	20905				0	0	0	1
4484	11476180	31778				0	0	0	1
4485	44578482	27481				0	0	0	1
4486	90475662	33202				0	0	0	1
4487	68229136	20955				0	0	0	1
4488	91697156	21369				0	0	0	1
4489	121434245	22198				0	0	0	1
4490	87060714	24683				0	0	0	1
4491	6428535					1	1	0	0
4492	21626019	7157				0	0	0	0
4493	90658428	29516				0	0	0	1
4494	31231			FDB010873		1	1	0	0
4495	22789067	7860				0	0	0	0
4496	441418	9526				0	0	0	0
4497	90698384	20583				0	0	0	1
4498	7335			FDB017256	1	1	1	0	0
4499	323498	31035				0	0	0	1
4500	70004140	21067				0	0	0	1
4501	56632603	23563				0	0	0	1
4502	21126429	6855				0	0	0	0
4503	6429195			FDB015598		1	1	1	0
4504	22214413	7503				0	0	0	0
4505	101683513	30123				0	0	0	1
4506	58981618	23603				0	0	0	1
4507	6453351	10296				0	0	0	0
4508	23983745	26496				0	0	0	1
4509	58090235	20368				0	0	0	1
4510	6432903			FDB016742		0	0	0	0
4511	46782953	22563				0	0	0	1
4512	118707638	25723				0	0	0	1
4513	11753469	3684				0	0	0	0
4514	25200839	8673				0	0	0	0
4515	89173955	22909				0	0	0	1
4516	18252102	5193				0	0	0	0
4517	96361126	21723				0	0	0	1
4518	51693835	29206				0	0	0	1
4519	57488047	20811				0	0	0	1
4520	42627702	9386				0	0	0	0
4521	56589557	29253				0	0	0	1
4522	9928082	10809				0	0	0	0
4523	18534055	5639				0	0	0	0
4524	25028228	8586				0	0	0	0
4525	14803280	31870				0	0	0	1
4526	101937950	24547				0	0	0	1
4527	21982963	7411				0	0	0	0
4528	26470586	8820				0	0	0	0
4529	24205317	28418				0	0	0	1
4530	101542774	26963				0	0	0	1
4531	5917946	27949				0	0	0	1
4532	44259484	28992				0	0	0	1
4533	77611128	23211				0	0	0	1
4534	9883997	31079				0	0	0	1
4535	20002754	6211				0	0	0	0
4536	20048151	6466				0	0	0	0
4537	21121860	6834				0	0	0	0
4538	22524386	28379				0	0	0	1
4539	42607969	27683				0	0	0	1
4540	101803692	27103				0	0	0	1
4541	88330203	25045				0	0	0	1
4542	11114		617			0	0	0	0
4543	20712	31032				0	0	0	1
4544	118701495	25691				0	0	0	1
4545	14487703	4166				0	0	0	0
4546	102100296	30216				0	0	0	1
4547	11604429	28135				0	0	0	1
4548	12308888	20649				0	0	0	1
4549	3055		62			0	0	0	1
4550	72193670	29410				0	0	0	1
4551	20002933	6262				0	0	0	0
4552	54145635	20042				0	0	0	1
4553	91861681	24303				0	0	0	1
4554	44715452	26577				0	0	0	1
4555	117619560	22435				0	0	0	1
4556	100924013	24418				0	0	0	1
4557	18306734	5364				0	0	0	0
4558	5283381			FDB002948		0	0	0	0
4559	89951991	21314				0	0	0	1
4560	69104311	23869				0	0	0	1
4561	10535		584			0	0	0	0
4562	98072765	29756				0	0	0	1
4563	44258372	28799				0	0	0	1
4564	17995157	4667				0	0	0	0
4565	10491000	25367				0	0	0	1
4566	20076428	6536				0	0	0	0
4567	40467048	32228				0	0	0	1
4568	91859019	24259				0	0	0	1
4569	71122742	20574				0	0	0	1
4570	11275354	3469				0	0	0	0
4571	66546151	29286				0	0	0	1
4572	101690826	30130				0	0	0	1
4573	15559382	24837				0	0	0	1
4574	87139785	24703				0	0	0	1
4575	91850365	21432				0	0	0	1
4576	16760247	31935				0	0	0	1
4577	6197		98			0	0	0	1
4578	11797089	3719				0	0	0	0
4579	10006309	2705				0	0	0	0
4580	56618775	23557				0	0	0	1
4581	101995249	24553				0	0	0	1
4582	44257577	28629				0	0	0	1
4583	71021512	21138				0	0	0	1
4584	101919793	30167				0	0	0	1
4585	20928			FDB008093	1	1	1	0	0
4586	101009545	25065				0	0	0	1
4587	99652664	29851				0	0	0	1
4588	16038844	31895				0	0	0	1
4589	91853375	24181				0	0	0	1
4590	10689221	3064				0	0	0	0
4591	90899508	29521				0	0	0	1
4592	87069765	24685				0	0	0	1
4593	12305795	25292				0	0	0	1
4594	92435456	29600				0	0	0	1
4595	68255877	20516				0	0	0	1
4596	36689045	9154				0	0	0	0
4597	102289452	30367				0	0	0	1
4598	11230718	3448				0	0	0	0
4599	40579784	9252				0	0	0	0
4600	10811932	31715				0	0	0	1
4601	60093720	27762				0	0	0	1
4602	11039			FDB003279	1	1	1	0	0
4603	101631983	27017				0	0	0	1
4604	38350806	28500				0	0	0	1
4605	10581632	26139				0	0	0	1
4606	91848228	21405				0	0	0	1
4607	101671055	27056				0	0	0	1
4608	102436	2848				0	0	0	0
4609	67744739	23813				0	0	0	1
4610	149096			FDB022746		0	0	0	0
4611	99692811	29867				0	0	0	1
4612	23672706	30922				0	0	0	1
4613	90678749	31016				0	0	0	1
4614	10078117	25990				0	0	0	1
4615	71421425	29371				0	0	0	1
4616	26471086	8841				0	0	0	0
4617	44828742	9858				0	0	0	0
4618	20047929	6460				0	0	0	0
4619	21969691	7405				0	0	0	0
4620	14259438	4126				0	0	0	0
4621	5321696	27904				0	0	0	1
4622	18980652	5886				0	0	0	0
4623	98072828	29763				0	0	0	1
4624	22824305	7919				0	0	0	0
4625	6918742	25937				0	0	0	1
4626	16758176	27559				0	0	0	1
4627	5280450			FDB012760		1	1	0	0
4628	118636832	25333				0	0	0	1
4629	11802256	27545				0	0	0	1
4630	22826600	7926				0	0	0	0
4631	11212308	3443				0	0	0	0
4632	529056			FDB020060		1	1	0	0
4633	23037254	8149				0	0	0	0
4634	23637956	32124				0	0	0	1
4635	54112424	32511				0	0	0	1
4636	92023089	33361				0	0	0	1
4637	8007			FDB003380		1	1	0	0
4638	9848991	10740				0	0	0	0
4639	3943170	27860				0	0	0	1
4640	92346531	29593				0	0	0	1
4641	102317160	25688				0	0	0	1
4642	101072516	24434				0	0	0	1
4643	14151456	4102				0	0	0	0
4644	101072096	21846				0	0	0	1
4645	46173973	29100				0	0	0	1
4646	89990200	23997				0	0	0	1
4647	6584		753	FDB008125		1	1	0	0
4648	21584577	32009				0	0	0	1
4649	10629139	26148				0	0	0	1
4650	90218036	33172				0	0	0	1
4651	89665992	33137				0	0	0	1
4652	22023655	7426				0	0	0	0
4653	62089			FDB008169		1	1	0	0
4654	93472784	29633				0	0	0	1
4655	46864240	30944				0	0	0	1
