	pubchem_id	SuperSweetDB_ID	BitterDB_ID	FoodDB_ID	FlavorNet_ID	FlavorDB_ID	Natural	Unknown_Natural	Synthetic
314	102382393	22043				0	0	0	1
315	98175188	22644				0	0	0	1
316	91658939	21362				0	0	0	1
317	9013	10855				0	0	0	1
318	99933019	21813				0	0	0	1
319	71170840	20135				0	0	0	1
320	21550461	26386				0	0	0	1
321	444344	9711				0	0	0	0
322	12858404			FDB017236		0	1	0	0
323	11229130	3446				0	0	0	0
324	25245216	32189				0	0	0	1
325	88793111	25201				0	0	0	1
326	70396989	21090				0	0	0	1
327	61942			FDB016026		1	1	0	0
328	57509413	22263				0	0	0	1
329	22889059	8082				0	0	0	0
330	91860621	24281				0	0	0	1
331	98064991	29736				0	0	0	1
332	54407177	20293				0	0	0	1
333	101138855	29994				0	0	0	1
334	18608310	5719				0	0	0	0
335	1801289	4681				0	0	0	0
336	6223069	27523				0	0	0	1
337	20007533	6379				0	0	0	0
338	159626		601			0	0	0	0
339	18645216					1	1	0	0
340	11095734				1	0	0	0	0
341	14258186	31851				0	0	0	1
342	385528	25727				0	0	0	1
343	90657723	33207				0	0	0	1
344	15786348	26332				0	0	0	1
345	11108609	3382				0	0	0	0
346	91848691	24087				0	0	0	1
347	7098663	174				0	1	1	0
348	98045201	29728				0	0	0	1
349	40805801	9277				0	0	0	0
350	101941079	27138				0	0	0	1
351	92221122	33455				0	0	0	1
352	66820063	23779				0	0	0	1
353	20005170	6328				0	0	0	0
354	45356931	25614				0	0	0	1
355	67918967	20927				0	0	0	1
356	5367369					1	1	0	0
357	21922175	7372				0	0	0	0
358	9895397	28000				0	0	0	1
359	29987853	9011				0	0	0	0
360	24203			FDB013359		0	0	0	0
361	20111855	6551				0	0	0	0
362	53721484	32493				0	0	0	1
363	95162258	23383				0	0	0	1
364	5370101					1	1	0	0
365	176983			FDB015991	1	0	1	0	0
366	70543179	23906				0	0	0	1
367	51136398	29155				0	0	0	1
368	70179816	23892				0	0	0	1
369	45006121	9884				0	0	0	0
370	44366343	32321				0	0	0	1
371	13026600			FDB009394		1	1	0	0
372	7020		925			0	0	0	0
373	18546721	5664				0	0	0	0
374	69107323	21026				0	0	0	1
375	22653538	7675				0	0	0	0
376	60046036	31375				0	0	0	1
377	46226470	25789				0	0	0	1
378	11010303	3308				0	0	0	0
379	55079885	25379				0	0	0	1
380	12903136	22751				0	0	0	1
381	88441064	22205				0	0	0	1
382	12398			FDB004729	1	1	1	0	0
383	118134			FDB014844		0	0	0	0
384	3023273			FDB009865		0	0	0	0
385	121677			FDB020005	1	1	1	0	0
386	90246			FDB019497		1	1	0	0
387	5366155			FDB004816		0	1	0	0
388	7093102				1	0	0	0	0
389	78925			FDB009868		1	1	0	0
390	195678	6002				0	0	0	0
391	24844047	32176				0	0	0	1
392	21599462	7113				0	0	0	0
393	7909			FDB008174		1	1	0	0
394	18296601	5270				0	0	0	0
395	57355659	32566				0	0	0	1
396	18502081	5615				0	0	0	0
397	259803		220			0	0	0	0
398	121260612	24636				0	0	0	1
399	44184005	28591				0	0	0	1
400	91694274	21365				0	0	0	1
401	7057264	10457				0	0	0	0
402	73669730	29445				0	0	0	1
403	8013			FDB008277		1	1	0	0
404	23251214	26458				0	0	0	1
405	68977346	20531				0	0	0	1
406	11460996	3556				0	0	0	0
407	25202446			FDB001212		0	0	0	0
408	88719	10612				0	0	0	0
409	91900191	33237				0	0	0	1
410	68431858	20994				0	0	0	1
411	19068852	5927				0	0	0	0
412	70994746	29362				0	0	0	1
413	76971851	21242				0	0	0	1
414	101988812	33695				0	0	0	1
415	42605376	32249				0	0	0	1
416	92021511	33267				0	0	0	1
417	89548634	21280				0	0	0	1
418	71733824	32854				0	0	0	1
419	57242813	31264				0	0	0	1
420	16047905	28267				0	0	0	1
421	20009528	6399				0	0	0	0
422	28930			FDB014334		0	1	0	0
423	10308418	2872				0	0	0	0
424	92139			FDB005326	1	0	1	0	0
425	59805006	22857				0	0	0	1
426	66124		313			0	0	0	0
427	44259498	28997				0	0	0	1
428	51136423	26636				0	0	0	1
429	10373282	26056				0	0	0	1
430	57031297	20316				0	0	0	1
431	40773663	9272				0	0	0	0
432	15559380	4267				0	0	0	0
433	18602519	5692				0	0	0	0
434	14079			FDB014664	1	1	1	0	0
435	71026783	25020				0	0	0	1
436	46928738	29123				0	0	0	1
437	44259377	28963				0	0	0	1
438	579336			FDB015026		1	1	0	0
439	90339263	24008				0	0	0	1
440	44236716	9579				0	0	0	0
441	16058038	4367				0	0	0	0
442	5352543			FDB011408		1	1	0	0
443	7044038	173				0	1	1	0
444	102074146	33703				0	0	0	1
445	71586808			FDB009276		1	0	0	0
446	10677364	26165				0	0	0	1
447	16104197	4409				0	0	0	0
448	10164993	2801				0	0	0	0
449	22656341	7720				0	0	0	0
450	71315464	23189				0	0	0	1
451	10883			FDB020166		1	1	0	0
452	67713355	23811				0	0	0	1
453	18307831	5383				0	0	0	0
454	99804288	29884				0	0	0	1
455	5281092		309			0	0	0	0
456	102228304	30352				0	0	0	1
457	4953775	9998				0	0	0	0
458	21579129	28334				0	0	0	1
459	20739031	6759				0	0	0	0
460	53486253	29234				0	0	0	1
461	13575034	4012				0	0	0	0
462	94001676	23378				0	0	0	1
463	20005636	6348				0	0	0	0
464	71026502	21141				0	0	0	1
465	91854267	24189				0	0	0	1
466	18502069	5610				0	0	0	0
467	25797681	8776				0	0	0	0
468	91617326	22928				0	0	0	1
469	18295662	5266				0	0	0	0
470	18534243	5645				0	0	0	0
471	5288766	10102				0	0	0	0
472	23413347	32096				0	0	0	1
473	931			FDB000954	1	1	1	0	0
474	25519			FDB013397		0	1	1	0
475	101599595	26975				0	0	0	1
476	21592405	26395				0	0	0	1
477	102379979	23455				0	0	0	1
478	98618760	21799				0	0	0	1
479	18250764	5077				0	0	0	0
480	23185606	8178				0	0	0	0
481	18222391	4773				0	0	0	0
482	10722			FDB000806		0	1	0	0
483	53779437	22772				0	0	0	1
484	10327970	26030				0	0	0	1
485	101129026	24797				0	0	0	1
486	22660043	7774				0	0	0	0
487	10078955	25992				0	0	0	1
488	18635			FDB008541	1	1	1	0	0
489	13254473	27464				0	0	0	1
490	10391471	27533				0	0	0	1
491	22700722	7788				0	0	0	0
492	46916401	20698				0	0	0	1
493	87056795	23969				0	0	0	1
494	101446816	21904				0	0	0	1
495	102025582	22005				0	0	0	1
496	20633709	6714				0	0	0	0
497	13537819	4010				0	0	0	0
498	11908490	91				0	1	1	0
499	44123524	32265				0	0	0	1
500	62506158	25383				0	0	0	1
501	25061697	8613				0	0	0	0
502	46224570	20690				0	0	0	1
503	70563644	21094				0	0	0	1
504	23251216	26460				0	0	0	1
505	22703911	7822				0	0	0	0
506	44366344	32322				0	0	0	1
507	8858			FDB008178	1	1	1	0	0
508	78160			FDB011906	1	1	1	0	0
509	96361164	23389				0	0	0	1
510	18233637	4831				0	0	0	0
511	22652928	7656				0	0	0	0
512	25029962	26524				0	0	0	1
513	51536929	32458				0	0	0	1
514	20001586	6158				0	0	0	0
515	10611929	31696				0	0	0	1
516	91059876	31436				0	0	0	1
517	26296499	8809				0	0	0	0
518	97046588	29712				0	0	0	1
519	10817			FDB012755		1	1	0	0
520	92021208	33253				0	0	0	1
521	23672308					1	1	1	0
522	67329001	23798				0	0	0	1
523	91847597	24069				0	0	0	1
524	98046		589			0	0	0	0
525	42433483	28515				0	0	0	1
526	313121	31495				0	0	0	1
527	16385908	4489				0	0	0	0
528	89349860	23266				0	0	0	1
529	9884536	10774				0	0	0	0
530	11759867	3689				0	0	0	0
531	91850104	24124				0	0	0	1
532	8478		606			0	0	0	0
533	44311926	32302				0	0	0	1
534	19418688	5987				0	0	0	0
535	10601210	3017				0	0	0	0
536	16126892	28276				0	0	0	1
537	6857681			FDB015653		0	1	0	0
538	44134558	32273				0	0	0	1
539	5283327			FDB019418		0	0	0	0
540	24803871	8526				0	0	0	0
541	52912591	29214				0	0	0	1
542	22524490	28388				0	0	0	1
543	57175863	25279				0	0	0	1
544	1513138	4230				0	0	0	0
545	3077573	25867				0	0	0	1
546	50939543	22987				0	0	0	1
547	125020	3878				0	0	0	0
548	19365683	5977				0	0	0	0
549	10927432	3234				0	0	0	0
550	102594811	23461				0	0	0	1
551	67128564	27766				0	0	0	1
552	102145137	30244				0	0	0	1
553	6602503	10322				0	0	0	0
554	45076931	9928				0	0	0	0
555	91871300	25520				0	0	0	1
556	4679		934	FDB023589		0	0	0	0
557	101754109	24518				0	0	0	1
558	17753217	4605				0	0	0	0
559	61024			FDB012412		1	1	0	0
560	87642889	31421				0	0	0	1
561	6430879			FDB009789		1	0	0	0
562	101361460	33654				0	0	0	1
563	67979606	32705				0	0	0	1
564	16407350	4500				0	0	0	0
565	14138808	4097				0	0	0	0
566	113798150	25435				0	0	0	1
567	261			FDB003378	1	1	1	0	0
568	102145124	30238				0	0	0	1
569	46936584	32407				0	0	0	1
570	92222757	21565				0	0	0	1
571	71585167	32845				0	0	0	1
572	15948724	4305				0	0	0	0
573	13872455	28214				0	0	0	1
574	42627493	9382				0	0	0	0
575	9866504	10757				0	0	0	0
576	90474830	24014				0	0	0	1
577	91847912	21400				0	0	0	1
578	68340058	20971				0	0	0	1
579	10979					1	1	0	0
580	44119910	9508				0	0	0	0
581	101615401	22406				0	0	0	1
582	16758127	27558				0	0	0	1
583	441951	25862				0	0	0	1
584	18254179	5223				0	0	0	0
585	67829356	23076				0	0	0	1
586	21287617	6959				0	0	0	0
587	5486615	27380				0	0	0	1
588	10525452	2981				0	0	0	0
589	11557604	3600				0	0	0	0
590	30231	10864				1	1	1	0
591	92138			FDB006367	1	1	1	0	0
592	5288203	10068				0	0	0	0
593	89770128	29505				0	0	0	1
594	59140762	20421				0	0	0	1
595	7826			FDB008052		1	1	0	0
596	66890678	29298				0	0	0	1
597	21669641	7241				0	0	0	0
598	70651226	23907				0	0	0	1
599	20002867	6243				0	0	0	0
600	9884535	40				0	1	1	0
601	117904274	22094				0	0	0	1
602	18237740	4886				0	0	0	0
603	6437604		666			0	0	0	0
604	11968999	3798				0	0	0	0
605	71365640	25512				0	0	0	1
606	5748601	27388				0	0	0	1
607	93233210	24361				0	0	0	1
608	5371084			FDB013905		1	0	0	0
609	25323115	8735				0	0	0	0
610	24802279	8499				0	0	0	0
611	14151463	4105				0	0	0	0
612	70519515	22594				0	0	0	1
613	14376381	28239				0	0	0	1
614	23616622	8335				0	0	0	0
615	36573		661	FDB011661		0	0	0	0
616	18533910	5630				0	0	0	0
617	109457			FDB015061		1	0	0	0
618	44460557	27577				0	0	0	1
619	18234107	4860				0	0	0	0
620	4479241	9852				0	0	0	0
621	95162407	21676				0	0	0	1
622	44258426	28830				0	0	0	1
623	118360420	22118				0	0	0	1
624	91170132	29527				0	0	0	1
625	14701841	4207				0	0	0	0
626	45933934	29098				0	0	0	1
627	5748484	27387				0	0	0	1
628	3033866					1	1	0	0
629	118095399	23480				0	0	0	1
630	11711550	3658				0	0	0	0
631	18534396	5653				0	0	0	0
632	100993159	23404				0	0	0	1
633	44258501	28876				0	0	0	1
634	29976985	8942				0	0	0	0
635	28125551	8928				0	0	0	0
636	91697164	24029				0	0	0	1
637	22665478	7778				0	0	0	0
638	91844993	24031				0	0	0	1
639	90658719	26823				0	0	0	1
640	118753049	27638				0	0	0	1
641	91846899	24055				0	0	0	1
642	100935579	29951				0	0	0	1
643	53463521	32479				0	0	0	1
644	20678019	31975				0	0	0	1
645	6452238	31596				0	0	0	1
646	11339770	31760				0	0	0	1
647	59932088	20458				0	0	0	1
648	91854437	24193				0	0	0	1
649	25323113	8733				0	0	0	0
650	57111376	25484				0	0	0	1
651	20004482	6311				0	0	0	0
652	521380			FDB021567		0	1	0	0
653	18345553	5411				0	0	0	0
654	3035590	9022				0	0	0	0
655	22860174	8008				0	0	0	0
656	37109					1	1	0	0
657	90020097	24000				0	0	0	1
658	102531961	33739				0	0	0	1
659	51340682	22767				0	0	0	1
660	16101298	4403				0	0	0	0
661	101680880	33684				0	0	0	1
662	327459	9088				0	0	0	0
663	44564216	9766				0	0	0	0
664	23237123	8192				0	0	0	0
665	44258529	28888				0	0	0	1
666	21123028	6839				0	0	0	0
667	20130713	6558				0	0	0	0
668	22840266	7951				0	0	0	0
669	99975718	29894				0	0	0	1
670	10787641	31713				0	0	0	1
671	101055346	29983				0	0	0	1
672	102412703	33723				0	0	0	1
673	101674474	21944				0	0	0	1
674	178118	25633				0	0	0	1
675	2754210	8907				0	0	0	0
676	13855186	4041				0	0	0	0
677	18251893	5161				0	0	0	0
678	9443738	10652				0	0	0	0
679	10534203	26130				0	0	0	1
680	12391			FDB011800	1	1	1	0	0
681	101177677	21862				0	0	0	1
682	44257973	28650				0	0	0	1
683	21057			FDB009551		1	1	0	0
684	9840967	10731				0	0	0	0
685	89994936	21319				0	0	0	1
686	13016			FDB003371		1	1	0	0
687	19928914	6120				0	0	0	0
688	70846753	23916				0	0	0	1
689	91857212	24238				0	0	0	1
690	3085020	9051				0	0	0	0
691	87325428	32963				0	0	0	1
692	22797248	7872				0	0	0	0
693	87337393	21248				0	0	0	1
694	18601053	5681				0	0	0	0
695	118066341	27290				0	0	0	1
696	99733517	26847				0	0	0	1
697	102337192	24571				0	0	0	1
698	10934			FDB010961	1	0	1	0	0
699	66927421	32656				0	0	0	1
700	92199	30608				0	0	0	1
701	101679575	22412				0	0	0	1
702	21550794	28323				0	0	0	1
703	10831587	3151				0	0	0	0
704	51404257	22996				0	0	0	1
705	21671864	7257				0	0	0	0
706	54572099	23551				0	0	0	1
707	4268015	9397				0	0	0	0
708	637088	27851				0	0	0	1
709	102009446	30193				0	0	0	1
710	8363			FDB001029		1	1	0	0
711	101923141	27130				0	0	0	1
712	76607	10580				0	0	0	0
713	3081390	30712				0	0	0	1
714	117986631	22098				0	0	0	1
715	14037247	20665				0	0	0	1
716	21642021	7223				0	0	0	0
717	59271690	25828				0	0	0	1
718	22878123	8038				0	0	0	0
719	11600832	3620				0	0	0	0
720	11783601	3706				0	0	0	0
721	97046483	29709				0	0	0	1
722	92221119	33452				0	0	0	1
723	24211962	28424				0	0	0	1
724	100197			FDB029671		0	0	0	0
725	22703396	7802				0	0	0	0
726	22967427	8128				0	0	0	0
727	46836893	24952				0	0	0	1
728	54130119	20274				0	0	0	1
729	102359514	24577				0	0	0	1
730	107217			FDB010420		1	1	0	0
731	4873		804			0	0	0	0
732	14861257	28246				0	0	0	1
733	95162393	24370				0	0	0	1
734	44257339	28612				0	0	0	1
735	54089947	31203				0	0	0	1
736	20707227	31129				0	0	0	1
737	57074166	22791				0	0	0	1
738	91654139	33218				0	0	0	1
739	6478426	27973				0	0	0	1
740	23424823	32100				0	0	0	1
741	444914	9736				0	0	0	0
742	7749			FDB001366	1	1	1	0	0
743	20004383	6309				0	0	0	0
744	5490351	27384				0	0	0	1
745	6429282			FDB029702	1	0	0	0	0
746	167769	30694				0	0	0	1
747	11330952	30903				0	0	0	1
748	101122762	21853				0	0	0	1
749	92276335	23354				0	0	0	1
750	6435834			FDB015064		1	0	0	0
751	16211942	4440				0	0	0	0
752	15949244	4312				0	0	0	0
753	45933922	29094				0	0	0	1
754	157750	27839				0	0	0	1
755	101906981	30163				0	0	0	1
756	78577433	25620				0	0	0	1
757	57859672	27716				0	0	0	1
758	92022263	33301				0	0	0	1
759	18746526	5830				0	0	0	0
760	92223628	24332				0	0	0	1
761	18602120	5687				0	0	0	0
762	91856632	21494				0	0	0	1
763	44591722	30939				0	0	0	1
764	2733453	25347				0	0	0	1
765	22886035	8052				0	0	0	0
766	44257952	28644				0	0	0	1
767	10899502	3200				0	0	0	0
768	98392260	29806				0	0	0	1
769	21669637	7237				0	0	0	0
770	19309			FDB020380	1	1	1	0	0
771	57198574	20327				0	0	0	1
772	101108707	33635				0	0	0	1
773	90334378	21335				0	0	0	1
774	87537482	31418				0	0	0	1
775	53424808					1	0	0	0
776	19991269	6141				0	0	0	0
777	102137583	24564				0	0	0	1
778	11030410	63				0	1	1	0
779	71677489	26750				0	0	0	1
780	101599071	25673				0	0	0	1
781	91745418	29541				0	0	0	1
782	5271566			FDB029781		0	0	0	0
783	20598844	31972				0	0	0	1
784	6451569	10291				0	0	0	0
785	87088279	24862				0	0	0	1
786	21604217	26396				0	0	0	1
787	228604			FDB008163		1	0	0	0
788	54751688	31225				0	0	0	1
789	44259482	28990				0	0	0	1
790	224	30763				0	0	0	1
791	18488338	5543				0	0	0	0
792	5317259	23511				0	0	0	1
793	92282147	21594				0	0	0	1
794	57864639	22543				0	0	0	1
795	70303099	20110				0	0	0	1
796	42607983	28562				0	0	0	1
