entity_id,category,category_readable,entity_alias,entity_alias_basket,entity_alias_readable,entity_alias_synonyms,entity_alias_url,natural_source_name,natural_source_url
0,animalproduct,Animal Product,egg,"egg, egg-boiled, egg-cooked, egg-scrambled",Egg,Egg,https://en.wikipedia.org/wiki/Egg_as_food,Chicken,https://en.wikipedia.org/wiki/Chicken
1,bakery,Bakery,bakery,bakery-products,Bakery Products,Bakery Products,https://en.wikipedia.org/wiki/Bakery,Poacceae,https://en.wikipedia.org/wiki/Poaceae
2,bakery,Bakery,bread,"bread, bread-preferment",Bread,Bread,https://en.wikipedia.org/wiki/Bread,Poacceae,https://en.wikipedia.org/wiki/Poaceae
3,bakery,Bakery,bread-rye,bread-rye,Rye Bread,Rye Bread,https://en.wikipedia.org/wiki/Rye_bread,Rye,https://en.wikipedia.org/wiki/Rye
4,bakery,Bakery,bread-wheaten,bread-wheaten,Wheaten Bread,"Soda scones, Soda farls",https://en.wikipedia.org/wiki/Soda_bread,Wheat,https://en.wikipedia.org/wiki/Wheat
5,bakery,Bakery,bread-white,bread-white,White Bread,White Bread,https://en.wikipedia.org/wiki/White_bread,Wheat,https://en.wikipedia.org/wiki/Wheat
6,bakery,Bakery,bread-wholewheat,bread-wholewheat,Wholewheat Bread,Wholewheat Bread,https://en.wikipedia.org/wiki/Whole_wheat_bread,Wheat,https://en.wikipedia.org/wiki/Wheat
7,beverage,Beverage,wort,wort,Wort,Wort,https://en.wikipedia.org/wiki/Wort,Barley,https://en.wikipedia.org/wiki/Barley
8,beverage-alcoholic,Beverage Alcoholic,arrack,arrack,Arrack,Arak,https://en.wikipedia.org/wiki/Arrack,Grape,https://en.wikipedia.org/wiki/Vitis_vinifera
9,beverage-alcoholic,Beverage Alcoholic,beer,beer,Beer,Beer,https://en.wikipedia.org/wiki/Beer,Poacceae,https://en.wikipedia.org/wiki/Poaceae
10,beverage-alcoholic,Beverage Alcoholic,beer,beer-bantu,Bantu Beer,"Millet Beer, Malwa, Kaffir Beer, Pombe, Opaque Beer",https://en.wikipedia.org/wiki/Millet_beer,Eragrostideae,https://en.wikipedia.org/wiki/Eragrostideae
11,beverage-alcoholic,Beverage Alcoholic,brandy,brandy,Brandy,"Cognac, Armagnac, Pisco, Stravencchio,  Kanyak, Konyak ",https://en.wikipedia.org/wiki/Brandy,Vitis Vinifera,https://en.wikipedia.org/wiki/Vitis_vinifera
12,beverage-alcoholic,Beverage Alcoholic,brandy-anise,"brandy, brandy-anise",Anise Brandy,Brandy,https://en.wikipedia.org/wiki/Brandy,Anise,https://en.wikipedia.org/wiki/Anise
13,beverage-alcoholic,Beverage Alcoholic,brandy-apple,"brandy, brandy-apple",Apple Brandy,Anise Brandy,https://en.wikipedia.org/wiki/Fruit_brandy,Apple,https://en.wikipedia.org/wiki/Apple
14,beverage-alcoholic,Beverage Alcoholic,brandy-armagnac,"brandy, brandy-armagnac",Armagnac Brandy,Armanac Brandy,https://en.wikipedia.org/wiki/Armagnac_(brandy),Vitis Vinifera,https://en.wikipedia.org/wiki/Vitis_vinifera
15,beverage-alcoholic,Beverage Alcoholic,brandy-blackberry,"brandy, brandy-blackberry",Blackberry Brandy,Brackberry Brandy,https://en.wikipedia.org/wiki/Fruit_brandy,Blackberry ,https://en.wikipedia.org/wiki/Blackberry
16,beverage-alcoholic,Beverage Alcoholic,brandy-cherry,"brandy, brandy-cherry",Cherry Brandy,Cherry Brandy,https://en.wikipedia.org/wiki/Fruit_brandy,Prunus,https://en.wikipedia.org/wiki/Prunus
17,beverage-alcoholic,Beverage Alcoholic,brandy-cognac,"brandy, brandy-cognac",Cognac Brandy,Cognac Brandy,https://en.wikipedia.org/wiki/Cognac,Vitis,https://en.wikipedia.org/wiki/Vitis
18,beverage-alcoholic,Beverage Alcoholic,brandy-papaya,"brandy, brandy-papaya",Papaya Brandy,Papaya Brandy,https://en.wikipedia.org/wiki/Fruit_brandy,Papaya,https://en.wikipedia.org/wiki/Papaya
19,beverage-alcoholic,Beverage Alcoholic,brandy-pear,"brandy, brandy-pear",Pear Brandy,"Pear Brandy, Palinka, Poire Williams, Rakia, Tuica",https://en.wikipedia.org/wiki/Fruit_brandy,Pear,https://en.wikipedia.org/wiki/Pear
20,beverage-alcoholic,Beverage Alcoholic,brandy-plum,"brandy, brandy-plum",Plum Brandy,"Plum Brandy, Slivovitz, Tuica, Ljivovica, Asliwowica, Slivovitza, Schlivowitz, Slivovitsa",https://en.wikipedia.org/wiki/Slivovitz,Damson,https://en.wikipedia.org/wiki/Damson
21,beverage-alcoholic,Beverage Alcoholic,brandy-raspberry,"brandy, brandy-raspberry",Raspberry Brandy,Raspberry Brandy,https://en.wikipedia.org/wiki/Cognac,Rubus Idaeus,https://en.wikipedia.org/wiki/Rubus_idaeus
22,beverage-alcoholic,Beverage Alcoholic,brandy-weinbrand,"brandy, brandy-weinbrand",Weinbrand Brandy,Weinbrand Brandy,https://en.wikipedia.org/wiki/Brandy,Vitis Vinifera,https://en.wikipedia.org/wiki/Vitis_vinifera
23,beverage-alcoholic,Beverage Alcoholic,gin,gin,Gin,Gin,https://en.wikipedia.org/wiki/Gin,Juniperus Communis,https://en.wikipedia.org/wiki/Juniperus_communis
24,beverage-alcoholic,Beverage Alcoholic,rum,"rum, rum-blackberry, rum-weinbrand",Rum,Rum,https://en.wikipedia.org/wiki/Rum,Saccharum,https://en.wikipedia.org/wiki/Saccharum
25,beverage-alcoholic,Beverage Alcoholic,whisky,whisky,Whisky,Whisky,https://en.wikipedia.org/wiki/Whisky,Maize,https://en.wikipedia.org/wiki/Maize
26,beverage-alcoholic,Beverage Alcoholic,whisky-bourbon,"whisky, whisky-bourbon",Bourbon Whisky,Bourbon Whisky,https://en.wikipedia.org/wiki/Bourbon_whiskey,Corn,https://en.wikipedia.org/wiki/Maize
27,beverage-alcoholic,Beverage Alcoholic,whisky-canadian,"whisky, whisky-canadian",Canadian Whisky,Canadian Whisky,https://en.wikipedia.org/wiki/Canadian_whisky,Corn,https://en.wikipedia.org/wiki/Maize
28,beverage-alcoholic,Beverage Alcoholic,whisky-finnish,"whisky, whisky-finnish",Finnish Whisky,Finnish Whisky,https://en.wikipedia.org/wiki/Finnish_whisky,Maize,https://en.wikipedia.org/wiki/Maize
29,beverage-alcoholic,Beverage Alcoholic,whisky-japanese,"whisky, whisky-japanese",Japanese Whisky,Japanese Whisky,https://en.wikipedia.org/wiki/Japanese_whisky,Maize,https://en.wikipedia.org/wiki/Maize
30,beverage-alcoholic,Beverage Alcoholic,whisky-malt,"whisky, whisky-malt",Malt Whisky,Malt Whisky,https://en.wikipedia.org/wiki/Malt_whisky,Maize,https://en.wikipedia.org/wiki/Maize
31,beverage-alcoholic,Beverage Alcoholic,whisky-scotch,"whisky, whisky-scotch",Scotch Whisky,Scotch,https://en.wikipedia.org/wiki/Scotch_whisky,Maize,https://en.wikipedia.org/wiki/Maize
32,beverage-alcoholic,Beverage Alcoholic,wine,wine,Wine,Wine,https://en.wikipedia.org/wiki/Wine,Grape ,https://en.wikipedia.org/wiki/Vitis_vinifera
33,beverage-alcoholic,Beverage Alcoholic,wine-bilberry,"wine, wine-bilberry",Bilberry Wine,Bilberry Wine,https://en.wikipedia.org/wiki/Vaccinium_myrtillus,Vaccinium Myrtillus,https://en.wikipedia.org/wiki/Vaccinium_myrtillus
34,beverage-alcoholic,Beverage Alcoholic,wine-botrytized,"wine, wine-botrytized",Botrytized Wine,Botrytized Wine,https://en.wikipedia.org/wiki/Noble_rot,Grape ,https://en.wikipedia.org/wiki/Vitis_vinifera
35,beverage-alcoholic,Beverage Alcoholic,wine-champagne,"wine, wine-champagne",Champagne,Champagne,https://en.wikipedia.org/wiki/Champagne,Grape ,https://en.wikipedia.org/wiki/Vitis_vinifera
36,beverage-alcoholic,Beverage Alcoholic,wine-cider,wine-cider,Cider,Cider,https://en.wikipedia.org/wiki/Cider,Apple,https://en.wikipedia.org/wiki/Apple
37,beverage-alcoholic,Beverage Alcoholic,wine-plum,"wine, wine-plum",Plum Wine,Plum Wine,https://en.wikipedia.org/wiki/Fruit_wine,Plum,https://en.wikipedia.org/wiki/Plum
38,beverage-alcoholic,Beverage Alcoholic,wine-port,"wine, wine-port",Port Wine,Vinho do Porto,https://en.wikipedia.org/wiki/Port_wine,Vitis Vinifera,https://en.wikipedia.org/wiki/Vitis_vinifera
39,beverage-alcoholic,Beverage Alcoholic,wine-red,"wine, wine-red",Red Wine,Red Wine,https://en.wikipedia.org/wiki/Red_wine,Grape ,https://en.wikipedia.org/wiki/Vitis_vinifera
40,beverage-alcoholic,Beverage Alcoholic,wine-rose,"wine, wine-rose",Rose Wine,"Rosada, Rosato",https://en.wikipedia.org/wiki/Ros%C3%A9,Grape ,https://en.wikipedia.org/wiki/Vitis_vinifera
41,beverage-alcoholic,Beverage Alcoholic,wine-sake,wine-sake,Sake,Sake,https://en.wikipedia.org/wiki/Sake,Oryza Sativa,https://en.wikipedia.org/wiki/Oryza_sativa
42,beverage-alcoholic,Beverage Alcoholic,wine-sherry,"wine, wine-sherry",Sherry,Sherry,https://en.wikipedia.org/wiki/Sherry,Grape ,https://en.wikipedia.org/wiki/Vitis_vinifera
43,beverage-alcoholic,Beverage Alcoholic,wine-sparkling,"wine, wine-sparkling",Sparkling Wine,Sparkling Wine,https://en.wikipedia.org/wiki/Sparkling_wine,Grape ,https://en.wikipedia.org/wiki/Vitis_vinifera
44,beverage-alcoholic,Beverage Alcoholic,wine-strawberry,"wine, wine-strawberry",Strawberry Wine,Strawberry Wine,https://en.wikipedia.org/wiki/Fruit_wine,Strawberry,https://en.wikipedia.org/wiki/Strawberry
45,beverage-alcoholic,Beverage Alcoholic,wine-white,"wine, wine-white",White Wine,White Wine,https://en.wikipedia.org/wiki/White_wine,Grape ,https://en.wikipedia.org/wiki/Vitis_vinifera
46,beverage-caffeinated,Beverage Caffeinated,coffee,"coffee, coffee-beans, coffee-beansground, coffee-beansroasted, coffee-boiled",Coffee,Coffee,https://en.wikipedia.org/wiki/Coffee,Coffea,https://en.wikipedia.org/wiki/Coffea
47,beverage-caffeinated,Beverage Caffeinated,mate,"mate, mate-roasted",Mate,"Yerba, Yerba mate",https://en.wikipedia.org/wiki/Mate_(beverage),Yerba Mate,https://en.wikipedia.org/wiki/Yerba_mate
48,beverage-caffeinated,Beverage Caffeinated,tea-black,tea-black,Black Tea,Black Tea,https://en.wikipedia.org/wiki/Black_tea,Camellia Sinensis,https://en.wikipedia.org/wiki/Camellia_sinensis
49,beverage-caffeinated,Beverage Caffeinated,tea-green,tea-green,Green Tea,Green Tea,https://en.wikipedia.org/wiki/Green_tea,Camellia Sinensis,https://en.wikipedia.org/wiki/Camellia_sinensis
50,beverage-caffeinated,Beverage Caffeinated,tea-rooibos,tea-rooibos,Roibos Tea,Bush tea,https://en.wikipedia.org/wiki/Rooibos,Aspalathus,https://en.wikipedia.org/wiki/Aspalathus
51,cerealcrop-cereal,Cereal,barley,"barley, barley-roasted",Barley,Barley,https://en.wikipedia.org/wiki/Barley,Hordeum,https://en.wikipedia.org/wiki/Hordeum
52,cerealcrop-cereal,Cereal,crispbread,crispbread,Crispbread,"Crispbread, Cracker",https://en.wikipedia.org/wiki/Crispbread,Rye,https://en.wikipedia.org/wiki/Rye
53,cerealcrop-cereal,Cereal,malt,"malt, malt-peated",Malt,Malt,https://en.wikipedia.org/wiki/Malt,Poacceae,https://en.wikipedia.org/wiki/Poaceae
54,cerealcrop-cereal,Cereal,oats,"oats, oats-cooked, oats-flakes, oats-groat",Oats,Oats,https://en.wikipedia.org/wiki/Oat,Avena,https://en.wikipedia.org/wiki/Avena
55,cerealcrop-cereal,Cereal,rice,"rice, rice-bran, rice-brown, rice-cooked, rice-scented, rice-scentedcooked, rice-wild",Rice,Rice,https://en.wikipedia.org/wiki/Rice,Oryza Sativa,https://en.wikipedia.org/wiki/Oryza_sativa
56,cerealcrop-maize,Maize,corn,"corn, corn-cooked, corn-flake, corn-grit, corn-heated, corn-tortilla",Corn,Corn,https://en.wikipedia.org/wiki/Maize,Zea,https://en.wikipedia.org/wiki/Zea_(plant)
57,cerealcrop-maize,Maize,corn-oil,corn-oil,Corn Oil,Maize Oil,https://en.wikipedia.org/wiki/Corn_oil,Maize,https://en.wikipedia.org/wiki/Maize
58,cerealcrop-maize,Maize,corn-popcorn,corn-popcorn,Popcorn,Popcorn,https://en.wikipedia.org/wiki/Popcorn,Maize,https://en.wikipedia.org/wiki/Maize
59,cerealcrop-maize,Maize,corn-sweetcorn,corn-sweetcorn,Sweetcorn,"Sugar Corn, Pole Corn ",https://en.wikipedia.org/wiki/Sweet_corn,Maize,https://en.wikipedia.org/wiki/Maize
60,dairy,Dairy,butter,"butter, butter-coldstored, butter-heated",Butter,"Butter, Ghee",https://en.wikipedia.org/wiki/Butter,Cattle,https://en.wikipedia.org/wiki/Cattle
61,dairy,Dairy,buttermilk,buttermilk,Buttermilk,Buttermilk,https://en.wikipedia.org/wiki/Buttermilk,Cattle,https://en.wikipedia.org/wiki/Cattle
62,dairy,Dairy,cheese,cheese,Cheese,Cheese,https://en.wikipedia.org/wiki/Cheese,Cattle,https://en.wikipedia.org/wiki/Cattle
63,dairy,Dairy,cheese-blue,"cheese, cheese-blue",Blue Cheese,Blue Cheese,https://en.wikipedia.org/wiki/Blue_cheese,Penicillium,https://en.wikipedia.org/wiki/Penicillium
64,dairy,Dairy,cheese-camembert,"cheese, cheese-camembert",Camembert Cheese,Camembert Cheese,https://en.wikipedia.org/wiki/Camembert,Cattle,https://en.wikipedia.org/wiki/Cattle
65,dairy,Dairy,cheese-cheddar,"cheese, cheese-cheddar",Cheddar Cheese,Cheddar Cheese,https://en.wikipedia.org/wiki/Cheddar_cheese,Cattle,https://en.wikipedia.org/wiki/Cattle
66,dairy,Dairy,cheese-comte,"cheese, cheese-comte",Comte Cheese,Comte Cheese,https://en.wikipedia.org/wiki/Comt%C3%A9_cheese,Cattle,https://en.wikipedia.org/wiki/Cattle
67,dairy,Dairy,cheese-cottage,"cheese, cheese-cottage",Cottage Cheese,Cottage Cheese,https://en.wikipedia.org/wiki/Cottage_cheese,Cattle,https://en.wikipedia.org/wiki/Cattle
68,dairy,Dairy,cheese-cream,"cheese, cheese-cream",Cream Cheese,Cream Cheese,https://en.wikipedia.org/wiki/Cream_cheese,Cattle,https://en.wikipedia.org/wiki/Cattle
69,dairy,Dairy,cheese-domiati,"cheese, cheese-domiati",Domiati Cheese,"Domiati Cheese, White Cheese",https://en.wikipedia.org/wiki/Domiati,Water Buffalo,https://en.wikipedia.org/wiki/Water_buffalo
70,dairy,Dairy,cheese-emmental,"cheese, cheese-emmental",Emmental Cheese,"Emmentaler, Emmenthal",https://en.wikipedia.org/wiki/Emmental_cheese,Cattle,https://en.wikipedia.org/wiki/Cattle
71,dairy,Dairy,cheese-feta,"cheese, cheese-feta",Feta Cheese,Feta Cheese,https://en.wikipedia.org/wiki/Feta,Sheep,https://en.wikipedia.org/wiki/Sheep
72,dairy,Dairy,cheese-goat,"cheese, cheese-goat",Goat Cheese,Goat Cheese,https://en.wikipedia.org/wiki/Goat_cheese,Goat,https://en.wikipedia.org/wiki/Goat
73,dairy,Dairy,cheese-gruyere,"cheese, cheese-gruyere",Gruyere Cheese,Gruyere Cheese,https://en.wikipedia.org/wiki/Gruy%C3%A8re_cheese,Cattle,https://en.wikipedia.org/wiki/Cattle
74,dairy,Dairy,cheese-limburger,"cheese, cheese-limburger",Limburger Cheese,Limburger Cheese,https://en.wikipedia.org/wiki/Limburger,Cattle,https://en.wikipedia.org/wiki/Cattle
75,dairy,Dairy,cheese-mozzarella,"cheese, cheese-mozzarella",Mozzarella Cheese,Mozzarella Cheese,https://en.wikipedia.org/wiki/Mozzarella,Italian Buffalo,https://en.wikipedia.org/wiki/Water_buffalo
76,dairy,Dairy,cheese-munster,"cheese, cheese-munster",Munster Cheese,Menschterkaas,https://en.wikipedia.org/wiki/Munster_cheese,Cattle,https://en.wikipedia.org/wiki/Cattle
77,dairy,Dairy,cheese-other,"cheese, cheese-other",Other Cheeses,Other Cheeses,https://en.wikipedia.org/wiki/Cheese,Cattle,https://en.wikipedia.org/wiki/Cattle
78,dairy,Dairy,cheese-parmesan,"cheese, cheese-parmesan",Parmesan Cheese,"Parmigiano-Reggiano, Parmesan Cheese",https://en.wikipedia.org/wiki/Parmigiano-Reggiano,Cattle,https://en.wikipedia.org/wiki/Cattle
79,dairy,Dairy,cheese-provolone,"cheese, cheese-provolone",Provolone Cheese,Provolone Cheese,https://en.wikipedia.org/wiki/Provolone,Cattle,https://en.wikipedia.org/wiki/Cattle
80,dairy,Dairy,cheese-romano,"cheese, cheese-romano",Romano Cheese,Romano Cheese,https://en.wikipedia.org/wiki/Romano_cheese,Cattle,https://en.wikipedia.org/wiki/Cattle
81,dairy,Dairy,cheese-roquefort,"cheese, cheese-roquefort",Roquefort Cheese,Roquefort Cheese,https://en.wikipedia.org/wiki/Roquefort,Sheep,https://en.wikipedia.org/wiki/Sheep
82,dairy,Dairy,cheese-russia,"cheese, cheese-russia",Russian Cheese,Russian Cheese,https://en.wikipedia.org/wiki/Circassian_cheese,Cattle,https://en.wikipedia.org/wiki/Cattle
83,dairy,Dairy,cheese-sheep,"cheese, cheese-sheep",Sheep Cheese,Sheep Cheese,https://en.wikipedia.org/wiki/Sheep_milk_cheese,Sheep,https://en.wikipedia.org/wiki/Sheep
84,dairy,Dairy,cheese-swiss,"cheese, cheese-swiss",Swiss Cheese,Swiss Cheese,https://en.wikipedia.org/wiki/Swiss_cheese,Cattle,https://en.wikipedia.org/wiki/Cattle
85,dairy,Dairy,cheese-tilsit,"cheese, cheese-tilsit",Tilsit Cheese,Tilsit Cheese,https://en.wikipedia.org/wiki/Tilsit_cheese,Cattle,https://en.wikipedia.org/wiki/Cattle
86,dairy,Dairy,dairy-products,"dairy, dairy-products",Dairy Products,Dairy Products,https://en.wikipedia.org/wiki/Dairy,Water Buffalo,https://en.wikipedia.org/wiki/Water_buffalo
87,dairy,Dairy,ghee,ghee,Ghee,Ghee,https://en.wikipedia.org/wiki/Ghee,Cattle,https://en.wikipedia.org/wiki/Cattle
88,dairy,Dairy,milk,"milk, milk-products, milk-heated",Milk,Milk,https://en.wikipedia.org/wiki/Milk,Cattle,https://en.wikipedia.org/wiki/Cattle
89,dairy,Dairy,milk-fat,"milk-fat, milk-fatheated",Milk Fat,Milk Fat,https://en.wikipedia.org/wiki/Milk,Cattle,https://en.wikipedia.org/wiki/Cattle
90,dairy,Dairy,milk-goat,milk-goat,Goat Milk,Goat Milk,https://en.wikipedia.org/wiki/Milk,Goat,https://en.wikipedia.org/wiki/Goat
91,dairy,Dairy,milk-powder,milk-powder,Milk Powder,Milk Powder,https://en.wikipedia.org/wiki/Powdered_milk,Cattle,https://en.wikipedia.org/wiki/Cattle
92,dairy,Dairy,milk-sheep,milk-sheep,Sheep Milk,Sheep Milk,https://en.wikipedia.org/wiki/Milk,Sheep,https://en.wikipedia.org/wiki/Sheep
93,dairy,Dairy,milk-skimmed,milk-skimmed,Skimmed Milk,Skimmed Milk,https://en.wikipedia.org/wiki/Milk,Cattle,https://en.wikipedia.org/wiki/Cattle
94,dairy,Dairy,yogurt,yogurt,Yogurt,Curd,https://en.wikipedia.org/wiki/Yogurt,Cattle,https://en.wikipedia.org/wiki/Cattle
95,essentialoil,Essential Oil,achillea,achillea,Achilleas,"Achillea, Yarrow, Allheal, Bloodwort",https://en.wikipedia.org/wiki/Achillea,Achillea,https://en.wikipedia.org/wiki/Achillea
96,essentialoil,Essential Oil,arar,arar,Arar,Phoenicean juniper,https://en.wikipedia.org/wiki/Juniperus_phoenicea,Juniperus Phoenicea,https://en.wikipedia.org/wiki/Juniperus_phoenicea
97,essentialoil,Essential Oil,buchu,buchu-oil,Buchu,"Boegoe,  Bucco, Bookoo, Diosma",https://en.wikipedia.org/wiki/Agathosma,Agathosma,https://en.wikipedia.org/wiki/Agathosma
98,essentialoil,Essential Oil,cajeput,cajeput-oil,Cajeput,Cajeput,https://en.wikipedia.org/wiki/Cajeput_tree,Melaleuca,https://en.wikipedia.org/wiki/Melaleuca
99,essentialoil,Essential Oil,camphor,camphor,Camphor,Camphor,https://en.wikipedia.org/wiki/Cinnamomum_camphora,Cinnamomum,https://en.wikipedia.org/wiki/Cinnamomum
100,essentialoil,Essential Oil,cascarilla,cascarilla,Cascarilla,Cascarilla,https://en.wikipedia.org/wiki/Croton_eluteria,Croton,https://en.wikipedia.org/wiki/Croton_(plant)
101,essentialoil,Essential Oil,cedar,cedar-leaf-oil,Cedar,Cedar,https://en.wikipedia.org/wiki/Cedrus,Cedrus,https://en.wikipedia.org/wiki/Cedrus
102,essentialoil,Essential Oil,chamomile,"chamomile, chamomile-germanoil, chamomile-romanoil",Chamomile,"Camomile, Roman Chamomile, English Chamomile, Garden Chamomile, Ground Apple",https://en.wikipedia.org/wiki/Chamaemelum_nobile,Chamaemelum,https://en.wikipedia.org/wiki/Chamaemelum
103,essentialoil,Essential Oil,citronella-oil,citronella-oil,Citronella,Citronella,https://en.wikipedia.org/wiki/Citronella_oil,Cymbopogon,https://en.wikipedia.org/wiki/Cymbopogon
104,essentialoil,Essential Oil,citrus-fruitpeeloil,citrus-fruitpeeloil,Citrus Peel Oil,Citrus Peel Oil,https://en.wikipedia.org/wiki/Citrus,Citrus,https://en.wikipedia.org/wiki/Citrus
105,essentialoil,Essential Oil,eucalyptusoil,eucalyptusoil,Eucalyptus,Eucalyptus,https://en.wikipedia.org/wiki/Eucalyptus_oil,Eucalyptus,https://en.wikipedia.org/wiki/Eucalyptus
106,essentialoil,Essential Oil,fir,"fir-balsam, fir-siberian, fir-silver, fir-white",Fir,Fir,https://en.wikipedia.org/wiki/Fir,Abies,https://en.wikipedia.org/wiki/Fir
107,essentialoil,Essential Oil,geranium,geranium,Geranium,Cranesbills,https://en.wikipedia.org/wiki/Geranium,Geranium,https://en.wikipedia.org/wiki/Geranium
108,essentialoil,Essential Oil,grapefruit-peeloil,grapefruit-peeloil,Grapefruit Peel Oil,Grapefruit Peel Oil,https://en.wikipedia.org/wiki/Grapefruit,Citrus,https://en.wikipedia.org/wiki/Citrus
109,essentialoil,Essential Oil,grass,"grass-beard, grass-camel",Grass,"Bluestem Grass,Ã‚Â Broomsedge",https://en.wikipedia.org/wiki/Andropogon,Andropogon,https://en.wikipedia.org/wiki/Andropogon
110,essentialoil,Essential Oil,hops-oil,hops-oil,Hops Oil,Hops Oil,https://en.wikipedia.org/wiki/Hops,Humulus Lupulus,https://en.wikipedia.org/wiki/Humulus_lupulus
111,essentialoil,Essential Oil,hyacinth,hyacinth,Hyacinth,"Common Hyacinth, Garden Hyacinth, Dutch Hyacinth ",https://en.wikipedia.org/wiki/Hyacinthus_orientalis,Hyacinthus Orientalis,https://en.wikipedia.org/wiki/Hyacinthus_orientalis
112,essentialoil,Essential Oil,hyssopoil,hyssopoil,Hyssop Oil,Hyssop Oil,https://en.wikipedia.org/wiki/Hyssopus_officinalis,Hyssopus Officinalis,https://en.wikipedia.org/wiki/Hyssopus_officinalis
113,essentialoil,Essential Oil,grass,lemongrass,Lemon Grass,"Barbed wire grass, Silky heads, Citronella grass, Fever grass",https://en.wikipedia.org/wiki/Cymbopogon,Cymbopogon Citratus,https://en.wikipedia.org/wiki/Cymbopogon_citratus
114,essentialoil,Essential Oil,lemon,lemon-lemonpeeloil,Lemon Peel Oil,Lemon Peel Oil,https://en.wikipedia.org/wiki/Lemon,Citrus,https://en.wikipedia.org/wiki/Citrus
115,essentialoil,Essential Oil,lime,lime-limepeeloil,Lime Peel Oil,Lime Peel Oil,https://en.wikipedia.org/wiki/Key_lime,Citrus Ãƒâ€” Aurantiifolia,https://en.wikipedia.org/wiki/Key_lime
116,essentialoil,Essential Oil,lovage,"lovage, lovage-lovageleaf, lovage-lovageoil, lovage-lovageroot, lovage-lovageseed",Lovage,Lovage,https://en.wikipedia.org/wiki/Lovage,Levisticum Officinale,https://en.wikipedia.org/wiki/Lovage
117,essentialoil,Essential Oil,mandarinorange-peeloil,mandarinorange-peeloil,Mandarin Orange Peel Oil,Mandarin Orange Peel Oil,https://en.wikipedia.org/wiki/Mandarin_orange,Citrus,https://en.wikipedia.org/wiki/Citrus
118,essentialoil,Essential Oil,mastic,"masticgum-fruitoil, masticgum-leafoil, masticgum-oil",Mastic Gum,"Arabic gum, Yemen gum, Tears of chios",https://en.wikipedia.org/wiki/Mastic_(plant_resin),Pistacia Lentiscus,https://en.wikipedia.org/wiki/Pistacia_lentiscus
119,essentialoil,Essential Oil,menthaoil,"menthaoil, menthaoil-pennyroyal",Mentha Oil,Mentha Oil,https://en.wikipedia.org/wiki/Mentha,Mentha Spicata L.,https://en.wikipedia.org/wiki/Mentha
120,essentialoil,Essential Oil,myrrh,myrrh,Myrrh,Myrrh,https://en.wikipedia.org/wiki/Myrrh,Commiphora,https://en.wikipedia.org/wiki/Commiphora
121,essentialoil,Essential Oil,nerolioil,nerolioil,Neroli Oil,Neroli Oil,https://en.wikipedia.org/wiki/Neroli,Bitter Orange,https://en.wikipedia.org/wiki/Bitter_orange
122,essentialoil,Essential Oil,orange,"orange-bitterpeel, orange-leaf",Orange Oil,"Seville orange, Sour orange, Bigarade orange, Marmalade orange",https://en.wikipedia.org/wiki/Bitter_orange,Citrus,https://en.wikipedia.org/wiki/Citrus
123,essentialoil,Essential Oil,orris,orris,Orris,Orris,https://en.wikipedia.org/wiki/Orris_root,Iris Germanica,https://en.wikipedia.org/wiki/Iris_germanica
124,essentialoil,Essential Oil,sage-clarysage,sage-clarysage,Clary Sage,Clary,https://en.wikipedia.org/wiki/Salvia_sclarea,Salvia,https://en.wikipedia.org/wiki/Salvia
125,essentialoil,Essential Oil,sage-redsage,sage-redsage,Red Sage,"Big-sage, Wild-sage, Red-sage",https://en.wikipedia.org/wiki/Lantana_camara,Lantana,https://en.wikipedia.org/wiki/Lantana
126,essentialoil,Essential Oil,sage-spanishsage,sage-spanishsage,Spanish Sage,Spanish Sage,https://en.wikipedia.org/wiki/Salvia_lavandulifolia,Salvia,https://en.wikipedia.org/wiki/Salvia
127,essentialoil,Essential Oil,sandalwood,sandalwood,Sandalwood,Sandalwood,https://en.wikipedia.org/wiki/Sandalwood,Santalum,https://en.wikipedia.org/wiki/Santalum
128,fruit-berry,Berry,seabuckthorn,seabuckthorn,Sea Buckthorns,"Sandthorn, Sallowthorn, Seaberry",https://en.wikipedia.org/wiki/Hippophae,Hippophae Rhamnoides,https://en.wikipedia.org/wiki/Hippophae_rhamnoides
129,essentialoil,Essential Oil,grass,sweetgrass,Sweet Grass,"Manna grass, Mary's grass, Vanilla grass, Holy grass, Bison grass",https://en.wikipedia.org/wiki/Hierochloe_odorata,Hierochloe Odorata,https://en.wikipedia.org/wiki/Hierochloe_odorata
130,essentialoil,Essential Oil,valerian,valerian,Valerian,"Garden valerian, Garden heliotrope, Setwall, All-heal ",https://en.wikipedia.org/wiki/Valerian_(herb),Valeriana officinalis,https://en.wikipedia.org/wiki/Valerian_(herb)
131,essentialoil,Essential Oil,wattle,"wattle-mimosa, wattle-silver",Wattle,"Sweet acacia, Farnese wattle, Dead finish, Mimosa wattle, Mimosa bush, Prickly mimosa bush, Prickly Moses, Needle bush, Sponge wattle, Thorny acacia, Thorny feather wattle, Wild briar, Huisache, Cassie, Cascalotte, Cassic",https://en.wikipedia.org/wiki/Vachellia_farnesiana,Vachellia,https://en.wikipedia.org/wiki/Vachellia
